全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
382019,E3820100116201,権現公園,ゴンゲンコウエン,,382019,,愛媛県松山市権現町甲162-1 外,,,,,,33.90108433,132.7638115,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100425201,東大栗公園,ヒガシオオグリコウエン,,382019,,愛媛県松山市東大栗町甲1273-1,,,,,,33.90818781,132.7872221,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"4,500 ",,,,,
382019,E3820100523201,松尾公園,マツオコウエン,,382019,,愛媛県松山市福角町乙929 外,,,,,,33.89569478,132.7557199,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,500 ",,,,,
382019,E3820100522201,中筋公園,ナカスジコウエン,,382019,,愛媛県松山市福角町1553,,,,,,33.90203697,132.7547103,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,000 ",,,,,
382019,E3820100526201,松尾西公園,マツオニシコウエン,,382019,,愛媛県松山市福角町甲51-117,,,,,,33.89604606,132.7512268,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,000 ",,,,,
382019,E3820100595201,堀江中央公園,ホリエチュウオウコウエン,,382019,,愛媛県松山市堀江町1569-1 外,,,,,,33.9044592,132.7501179,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"2,400 ",,,,,
382019,E3820100594201,堀江東公園,ホリエヒガシコウエン,,382019,,愛媛県松山市堀江町1466 外,,,,,,33.90670536,132.7544255,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"2,400 ",,,,,
382019,E3820100596201,いつき公園,イツキコウエン,,382019,,愛媛県松山市堀江町766-37,,,,,,33.9018568,132.7414758,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"1,100 ",,,,,
382019,E3820100600201,大西第二区公園,オオニシダイニクコウエン,,382019,,愛媛県松山市堀江町甲519-2,,,,,,33.89947471,132.7420713,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"1,100 ",,,,,
382019,E3820100552201,保免公園,ホウメンコウエン,,382019,,愛媛県松山市保免中1-210-3,,,,,,33.818464,132.748967,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,300 ",,,,,
382019,E3820100637201,余戸南であい公園,ヨウゴミナミデアイコウエン,,382019,,愛媛県松山市余戸南4-1710-2外,,,,,,33.80978919,132.7272087,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,900 ",,,,,
382019,E3820100632201,余戸東すみれ公園,ヨウゴヒガシスミレコウエン,,382019,,愛媛県松山市余戸東3-1082-2 外,,,,,,33.81181307,132.7332665,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100635201,余戸東竹の宮公園,ヨウゴヒガシタケノミヤコウエン,,382019,,愛媛県松山市余戸東5-299-5 外,,,,,,33.81686232,132.7373637,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,500 ",,,,,
382019,E3820100630201,余戸中新開公園,ヨウゴナカシンカイコウエン,,382019,,愛媛県松山市余戸中5-894-1 外,,,,,,33.816296,132.73215,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100627201,余戸西さくら公園,ヨウゴニシサクラコウエン,,382019,,愛媛県松山市余戸西2-2279-1 外,,,,,,33.81418775,132.7229739,,,,,,,,382019,愛媛県松山市,,1,,1,1,,,,,,"2,200 ",,,,,
382019,E3820100189201,松山中央公園,マツヤマチュウオウコウエン,,382019,,愛媛県松山市市坪西町625-1 外,,,,,,33.80938,132.744676,,,,,,,,382019,愛媛県松山市,,1,1,1,1,1,,,,,"188,202 ",,,,,
382019,E3820100623201,鷲ケ巣公園,ワシガスコウエン,,382019,,愛媛県松山市由良町418-1 外,,,,,,33.89952967,132.6678842,,,,,,,,382019,愛媛県松山市,1,1,,1,,,,,,,"1,200 ",,,,,
382019,E3820100621201,由良公園,ユラコウエン,,382019,,愛媛県松山市由良町1032-1 外,,,,,,33.9039732,132.6808715,,,,,,,,382019,愛媛県松山市,1,,,1,,,,,,,"1,600 ",,,,,
382019,E3820100614201,門田公園,カドタコウエン,,382019,,愛媛県松山市門田町290-2,,,,,,33.90428584,132.6884825,,,,,,,,382019,愛媛県松山市,1,,,1,,,,,,,"2,600 ",,,,,
382019,E3820100495201,泊公園,トマリコウエン,,382019,,愛媛県松山市泊町533-1,,,,,,33.87888914,132.6830188,,,,,,,,382019,愛媛県松山市,1,1,,1,,,,,,,"1,700 ",,,,,
382019,E3820100498201,御手洗公園,ミタライコウエン,,382019,,愛媛県松山市泊町91-5地先,,,,,,33.87312148,132.6696748,,,,,,,,382019,愛媛県松山市,1,,,1,,,,,,,"1,400 ",,,,,
382019,E3820100560201,北久米七区公園,キタクメナナクコウエン,,382019,,愛媛県松山市北久米町644,,,,,,33.81740187,132.7954547,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,300 ",,,,,
382019,E3820100559201,北久米八区公園,キタクメハチクコウエン,,382019,,愛媛県松山市北久米町1069-1 外,,,,,,33.81241452,132.7914261,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,300 ",,,,,
382019,E3820100642201,来住公園,キシコウエン,,382019,,愛媛県松山市来住町983-3,,,,,,33.80561912,132.7998555,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,900 ",,,,,
382019,E3820100081201,北窪田公園,キタクボタコウエン,,382019,,愛媛県松山市久米窪田町938-1,,,,,,33.80687401,132.8111239,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,800 ",,,,,
382019,E3820100151201,たかい公園,タカイコウエン,,382019,,愛媛県松山市高井町1105 外,,,,,,33.79525232,132.812292,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,800 ",,,,,
382019,E3820100462201,南久米公園,ミナミクメコウエン,,382019,,愛媛県松山市南久米町594 外,,,,,,33.81253802,132.8028618,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"9,400 ",,,,,
382019,E3820100463201,日尾公園,ヒオコウエン,,382019,,愛媛県松山市南久米町乙1-1,,,,,,33.818826,132.80547,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"25,200 ",,,,,
382019,E3820100473201,南土居公園,ミナミドイコウエン,,382019,,愛媛県松山市南土居町239-1,,,,,,33.79624526,132.802746,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,800 ",,,,,
382019,E3820100337201,浄土寺公園,ジョウドジコウエン,,382019,,愛媛県松山市鷹子町333-1 外,,,,,,33.81744505,132.8087473,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,500 ",,,,,
382019,E3820100673201,湯の山東第１公園,ユノヤマヒガシダイイチコウエン,,382019,,愛媛県松山市湯の山東1-8,,,,,,33.871712,132.818224,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,800 ",,,,,
382019,E3820100437201,湯の山東第２公園,ユノヤマヒガシダイニコウエン,,382019,,愛媛県松山市湯の山東1-7,,,,,,33.87120272,132.8185725,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,700 ",,,,,
382019,E3820100439201,湯の山東第３公園,ユノヤマヒガシダイサンコウエン,,382019,,愛媛県松山市湯の山東5-6,,,,,,33.87039211,132.8191304,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,700 ",,,,,
382019,E3820100438201,湯の山東第４公園,ユノヤマヒガシダイヨンコウエン,,382019,,愛媛県松山市湯の山東2-8,,,,,,33.87253633,132.8213496,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,000 ",,,,,
382019,E3820100606201,湧ケ淵公園,ワキガフチコウエン,,382019,,愛媛県松山市末町乙231-1 外,,,,,,33.87167269,132.8279691,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"15,300 ",,,,,
382019,E3820100256201,湯山公園,ユノヤマコウエン,,382019,,愛媛県松山市食場町甲316-23 外,,,,,,33.86265015,132.8152794,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,400 ",,,,,
382019,E3820100168201,たかの夢公園,タカノユメコウエン,,382019,,愛媛県松山市高野町甲76-4,,,,,,33.85484919,132.8115722,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,200 ",,,,,
382019,E3820100143201,八白公園,ハッパクコウエン,,382019,,愛媛県松山市溝辺町甲135,,,,,,33.84742287,132.8069588,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"3,100 ",,,,,
382019,E3820100149201,溝辺公園,ミゾノベコウエン,,382019,,愛媛県松山市溝辺町甲721-4 外,,,,,,33.85328465,132.8033225,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,800 ",,,,,
382019,E3820100146201,神前公園,カミノマエコウエン,,382019,,愛媛県松山市溝辺町甲437-4,,,,,,33.85175897,132.8074828,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,300 ",,,,,
382019,E3820100432201,湯の山西公園,ユノヤマニシコウエン,,382019,,愛媛県松山市湯の山1-12-1 外,,,,,,33.8682589,132.8138206,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100433201,湯の山第２公園,ユノヤマダイニコウエン,,382019,,愛媛県松山市湯の山2-10-1,,,,,,33.86988877,132.8138142,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"5,900 ",,,,,
382019,E3820100434201,湯の山北公園,ユノヤマキタコウエン,,382019,,愛媛県松山市湯の山3-11-1 外,,,,,,33.87254175,132.8146527,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,500 ",,,,,
382019,E3820100435201,湯の山第１公園,ユノヤマダイイチコウエン,,382019,,愛媛県松山市湯の山5-1-5,,,,,,33.86904697,132.8171992,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100436201,湯の山東公園,ユノヤマヒガシコウエン,,382019,,愛媛県松山市湯の山8-16,,,,,,33.87142545,132.8169953,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,400 ",,,,,
382019,E3820100500201,白水台公園,ハクスイダイコウエン,,382019,,愛媛県松山市白水台2-12-6,,,,,,33.8749606,132.7804135,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100501201,白水台北公園,ハクスイダイキタコウエン,,382019,,愛媛県松山市白水台4-22-7,,,,,,33.87856813,132.780215,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"6,200 ",,,,,
382019,E3820100502201,白水台南公園,ハクスイダイミナミコウエン,,382019,,愛媛県松山市白水台5-2-13,,,,,,33.87170963,132.7786123,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,100 ",,,,,
382019,E3820100503201,白水台西公園,ハクスイダイニシコウエン,,382019,,愛媛県松山市白水台6-20,,,,,,33.87543783,132.7769913,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100037201,向陽第２公園,コウヨウダイニコウエン,,382019,,愛媛県松山市下伊台町489-102,,,,,,33.87518635,132.8096238,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,500 ",,,,,
382019,E3820100242201,伊台本村公園,イダイホンムラコウエン,,382019,,愛媛県松山市上伊台町181-3,,,,,,33.886466,132.793357,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,300 ",,,,,
382019,E3820100586201,北梅本小山公園,キタウメモトコヤマコウエン,,382019,,愛媛県松山市北梅本町2481-1,,,,,,33.81377705,132.8466084,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,600 ",,,,,
382019,E3820100585201,向井公園,ムカイコウエン,,382019,,愛媛県松山市北梅本町2145 外,,,,,,33.80994392,132.8418878,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100588201,小野谷公園,オノダニコウエン,,382019,,愛媛県松山市北梅本町2720 外,,,,,,33.81924565,132.8488347,,,,,,,,382019,愛媛県松山市,,,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100591201,太尺寺公園,タイシャクジコウエン,,382019,,愛媛県松山市北梅本町甲25,,,,,,33.8056515,132.857069,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,600 ,,,,,
382019,E3820100475201,南梅本公園,ミナミウメモトコウエン,,382019,,愛媛県松山市南梅本町225-5 外,,,,,,33.79969458,132.8395812,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100271201,小野公園,オノコウエン,,382019,,愛媛県松山市水泥町839,,,,,,33.8057847,132.8346795,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"3,100 ",,,,,
382019,E3820100536201,平井公園,ヒライコウエン,,382019,,愛媛県松山市平井町甲2520,,,,,,33.81015908,132.8270114,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,400 ",,,,,
382019,E3820100538201,五楽公園,ゴウラクコウエン,,382019,,愛媛県松山市平井町甲541-1,,,,,,33.81638113,132.8330034,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,100 ",,,,,
382019,E3820100537201,東鷹の子公園,ヒガシタカノココウエン,,382019,,愛媛県松山市平井町甲3157-87,,,,,,33.80584884,132.8163416,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,500 ",,,,,
382019,E3820100474201,梅西公園,ウメニシコウエン,,382019,,愛媛県松山市南梅本町1048-4,,,,,,33.79966975,132.832444,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,300 ,,,,,
382019,E3820100016201,三島公園,ミシマコウエン,,382019,,愛媛県松山市井門町934,,,,,,33.79171139,132.783443,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,700 ",,,,,
382019,E3820100467201,杖ノ淵公園,ジョウノフチコウエン,,382019,,愛媛県松山市南高井町1352 外,,,,,,33.79175088,132.8109859,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"12,100 ",,,,,
382019,E3820100262201,森松本村公園,モリマツホンムラコウエン,,382019,,愛媛県松山市森松町847-1,,,,,,33.79364941,132.7976668,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100396201,天山公園,アマヤマモウエン,,382019,,愛媛県松山市天山3-130-2 外,,,,,,33.81976294,132.7745173,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,400 ",,,,,
382019,E3820100397201,土居公園,ドイコウエン,,382019,,愛媛県松山市土居町1026-1 外,,,,,,33.79857037,132.7902555,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,900 ",,,,,
382019,E3820100277201,星ヶ岡公園（東山古墳公園）,ホシガオカコウエンヒガシヤマコフンコウエン,,382019,,愛媛県松山市星岡町,,,,,,33.81483526,132.7848808,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"23,100 ",,,,,
382019,E3820100379201,朝生田公園,アソダコウエン,,382019,,愛媛県松山市朝生田町6-2 外,,,,,,33.8196643,132.7651795,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,500 ",,,,,
382019,E3820100674201,西石井公園,ニシイシイコウエン,,382019,,愛媛県松山市西石井5-318-6 外,,,,,,33.81498,132.770491,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,500 ",,,,,
382019,E3820100420201,東山古墳公園(星ヶ岡西公園),ヒガシヤマコフンコウエンホシガオカニシコウエン,,382019,,愛媛県松山市東石井3丁目乙20,,,,,,33.81538576,132.7808397,,,,,,,,382019,愛媛県松山市,,,1,1,1,,,,,,"1,100 ",,,,,
382019,E3820100656201,和泉公園,イズミコウエン,,382019,,愛媛県松山市和泉北3-669-2,,,,,,33.81917315,132.7566055,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,300 ",,,,,
382019,E3820100131201,北古川公園,キタフルカワコウエン,,382019,,愛媛県松山市古川北1-135-1,,,,,,33.81392043,132.7627644,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,600 ",,,,,
382019,E3820100130201,古川南公園,フルカワミナミコウエン,,382019,,愛媛県松山市古川南3-792-2 外,,,,,,33.80495561,132.7638528,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,800 ",,,,,
382019,E3820100126201,古川公園,フルカワコウエン,,382019,,愛媛県松山市古川西2-1044-1,,,,,,33.80793499,132.7587037,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,500 ",,,,,
382019,E3820100171201,今在家公園,イマザイケコウエン,,382019,,愛媛県松山市今在家3-313-1 外,,,,,,33.80460022,132.790841,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,000 ",,,,,
382019,E3820100654201,和泉南公園,イズミミナミコウエン,,382019,,愛媛県松山市和泉南4-404,,,,,,33.815376,132.759143,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,400 ",,,,,
382019,E3820100097201,椿公園,ツバキコウエン,,382019,,愛媛県松山市居相4-274-4,,,,,,33.80880115,132.7720277,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,000 ",,,,,
382019,E3820100555201,白山の杜公園,ハクザンノモリコウエン,,382019,,愛媛県松山市北井門1-101-1,,,,,,33.80603524,132.7791906,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,300 ",,,,,
382019,E3820100023201,越智公園,オチコウエン,,382019,,愛媛県松山市越智3-221-1 外,,,,,,33.81036808,132.7802465,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,300 ",,,,,
382019,E3820100583201,北土居公園,キタドイコウエン,,382019,,愛媛県松山市北土居4-319-2,,,,,,33.80759582,132.7852675,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,900 ",,,,,
382019,E3820100429201,東方中央公園,ヒガシカタチュウオウコウエン,,382019,,愛媛県松山市東方町甲1481-1 外,,,,,,33.7689447,132.8215749,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100426201,政友公園,マサトモコウエン,,382019,,愛媛県松山市東方町2258-1 外,,,,,,33.77657594,132.8217886,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"3,000 ",,,,,
382019,E3820100390201,津吉公園,ツヨシコウエン,,382019,,愛媛県松山市津吉町乙15,,,,,,33.77145982,132.840148,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"3,600 ",,,,,
382019,E3820100371201,中野公園,ナカノコウエン,,382019,,愛媛県松山市中野町甲307,,,,,,33.77907841,132.8287139,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"4,600 ",,,,,
382019,E3820100300201,西野公園,ニシノコウエン,,382019,,愛媛県松山市西野町甲441,,,,,,33.76370423,132.8021323,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,400 ",,,,,
382019,E3820100249201,上野団地公園,ウエノダンチコウエン,,382019,,愛媛県松山市上野町乙107-17,,,,,,33.77503936,132.7983572,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,100 ",,,,,
382019,E3820100248201,上野町中組公園,ウエノマチナカグミコウエン,,382019,,愛媛県松山市上野町504-4,,,,,,33.77197594,132.8040489,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100250201,上野町今市公園,ウエノマチイマイチコウエン,,382019,,愛媛県松山市上野町甲1434-2 外,,,,,,33.77645413,132.809872,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,900 ",,,,,
382019,E3820100247201,県立総合運動公園,ケンリツソウゴウウンドウコウエン,,382019,,愛媛県松山市上野町,,,,,,33.76878309,132.7960291,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,1,,,,,"115,794 ",,,,,
382019,E3820100112201,恵原公園,エバラコウエン,,382019,,愛媛県松山市恵原町甲445-1,,,,,,33.76592346,132.8092623,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,100 ",,,,,
382019,E3820100254201,浄瑠璃公園,ジョウルリコウエン,,382019,,愛媛県松山市浄瑠璃町甲1040-4,,,,,,33.75556962,132.8197648,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"3,300 ",,,,,
382019,E3820100076201,奥久谷公園,オククタニコウエン,,382019,,愛媛県松山市久谷町乙1067-1,,,,,,33.72368989,132.8414387,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"8,000 ",,,,,
382019,E3820100073201,山口公園,ヤマグチコウエン,,382019,,愛媛県松山市久谷町615-1 外,,,,,,33.73565066,132.8309003,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"2,100 ",,,,,
382019,E3820100103201,窪野公園,クボノコウエン,,382019,,愛媛県松山市窪野町甲295-1,,,,,,33.74042768,132.8382987,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"2,400 ",,,,,
382019,E3820100303201,石手川緑地,イシテガワリョクチ,,382019,,愛媛県松山市石手川河川敷,,,,,,33.82856506,132.7670261,,,,,,,,382019,愛媛県松山市,,1,1,1,1,1,,,,,"298,400 ",,,,,
382019,E3820100206201,重信川緑地,シゲノブガワリョクチ,,382019,,愛媛県松山市重信川河川敷,,,,,,33.78473989,132.8098342,,,,,,,,382019,愛媛県松山市,,1,1,1,1,1,,,,,"125,500 ",,,,,
382019,E3820100312201,味栗公園,ミクリコウエン,,382019,,愛媛県松山市浅海原甲279-1外3,,,,,,34.00193294,132.7946356,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100226201,小山田公園,オヤマダコウエン,,382019,,愛媛県松山市小山田甲331-1外1,,,,,,33.99163659,132.8439168,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"1,000 ",,,,,
382019,E3820100514201,尾儀原公園,オギハラコウエン,,382019,,愛媛県松山市尾儀原甲49-3外1,,,,,,33.97542176,132.8286785,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,600 ,,,,,
382019,E3820100238201,庄公園,ショウコウエン,,382019,,愛媛県松山市庄甲291,,,,,,33.97190711,132.8023647,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,700 ",,,,,
382019,E3820100361201,中通みんなの広場,ナカドオリミンナノヒロバ,,382019,,愛媛県松山市中通甲312-1外5,,,,,,33.9781234,132.7895622,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,300 ",,,,,
382019,E3820100042201,北条公園（法橋運動広場）,コウジョウコウエンホッキョウウンドウヒロバ,,382019,,愛媛県松山市下難波甲18-10,,,,,,33.9835598,132.7736915,,,,,,,,382019,愛媛県松山市,,1,,1,1,,,,,,"21,700 ",,,,,
382019,E3820100353201,正岡松尾公園,マサオカマツオコウエン,,382019,,愛媛県松山市中西外686-1,,,,,,33.96179042,132.786323,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"2,200 ",,,,,
382019,E3820100354201,河野別府公園（ゲートボール場）,コウノベップコウエンゲートボールジョウ,,382019,,愛媛県松山市中西外966 外4,,,,,,33.95903592,132.7820238,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"5,300 ",,,,,
382019,E3820100569201,風早タウン公園,カザハヤタウンコウエン,,382019,,愛媛県松山市北条20-152,,,,,,33.97923435,132.7832009,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"2,200 ",,,,,
382019,E3820100581201,新開公園,シンガイコウエン,,382019,,愛媛県松山市北条辻961-1,,,,,,33.96406846,132.7746232,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"2,600 ",,,,,
382019,E3820100573201,新開浜公園,シンガイハマコウエン,,382019,,愛媛県松山市北条辻1278,,,,,,33.96597713,132.7718928,,,,,,,,382019,愛媛県松山市,,1,,1,1,,,,,,700 ,,,,,
382019,E3820100574201,東町浦公園,ヒガシマチウラコウエン,,382019,,愛媛県松山市北条辻1443-11,,,,,,33.97595654,132.7736867,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"2,600 ",,,,,
382019,E3820100055201,河野別府公園（北条文化の森公園）,コウノベップコウエンブンカノモリコウエン,,382019,,愛媛県松山市河野別府921-1,,,,,,33.95739097,132.7812024,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"64,500 ",,,,,
382019,E3820100619201,西ノ下公園（柳原末広第一公園）,ニシノゲコウエンヤナギハラスエヒロダイイチコウエン,,382019,,愛媛県松山市柳原901,,,,,,33.95962179,132.7732099,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"2,200 ",,,,,
382019,E3820100321201,善応寺農村公園,ゼンオウジノウソンコウエン,,382019,,愛媛県松山市善応寺甲388,,,,,,33.94961233,132.7930683,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,"1,900 ",,,,,
382019,E3820100549201,河野公園,コウノコウエン,,382019,,愛媛県松山市片山228-3,,,,,,33.95134771,132.7695967,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"2,400 ",,,,,
382019,E3820100050201,河野中須賀緑地,コウノナカスカリョクチ,,382019,,愛媛県松山市河野中須賀316-2,,,,,,33.94512929,132.7678692,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,200 ,,,,,
382019,E3820100137201,光洋台緑地Ａ,コウヨウダイリョクチエー,,382019,,愛媛県松山市光洋台3-34,,,,,,33.92071111,132.7621713,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,600 ,,,,,
382019,E3820100138201,光洋台緑地Ｂ,コウヨウダイリョクチビー,,382019,,愛媛県松山市光洋台7-58,,,,,,33.92309042,132.7617099,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,"2,700 ",,,,,
382019,E3820100136201,光洋台緑地Ｃ,コウヨウダイリョクチシー,,382019,,愛媛県松山市光洋台1-68,,,,,,33.92400512,132.764934,,,,,,,,382019,愛媛県松山市,1,,1,1,1,,,,,,300 ,,,,,
382019,E3820100083201,久保公園,クボコウエン,,382019,,愛媛県松山市久保399-1,,,,,,33.93977683,132.7657698,,,,,,,,382019,愛媛県松山市,,1,,1,,,,,,,"1,900 ",,,,,
382019,E3820100004201,安岡避難地,ヤスオカヒナンチ,,382019,,愛媛県松山市安岡甲64,,,,,,33.93346794,132.7747488,,,,,,,,382019,愛媛県松山市,1,1,1,1,1,,,,,,"12,500 ",,,,,
382019,E3820100200201,泉団地緑地,イズミダンチリョクチ,,382019,,愛媛県松山市鹿峰136-2外,,,,,,33.93905791,132.7726577,,,,,,,,382019,愛媛県松山市,,1,1,1,1,,,,,,600 ,,,,,
